,x,y,z
119826,42,1302,-24.039557674125554
119838,54,1302,-24.580925677951676
119850,66,1302,-26.387361109355425
119862,78,1302,-24.25475939869814
120894,6,1314,-23.17970012443015
120906,18,1314,-25.426255447481015
120918,30,1314,-29.89730309157205
120930,42,1314,-24.737262816153333
120942,54,1314,-24.82178221258269
120954,66,1314,-28.28340394427796
120966,78,1314,-23.66281691931544
121998,6,1326,-24.071176264469358
122010,18,1326,-26.27691186643044
122022,30,1326,-26.143719590079385
122034,42,1326,-27.05785536466421
122046,54,1326,-26.06376021504203
122058,66,1326,-28.94964429705003
122070,78,1326,-25.553013802075686
123102,6,1338,-23.43921496780548
123114,18,1338,-23.59810367424759
123126,30,1338,-25.266360741629693
123138,42,1338,-25.838999918944094
123150,54,1338,-24.614439228186573
123162,66,1338,-34.081539988875726
123174,78,1338,-29.62067127133458
124206,6,1350,-26.061220005291144
124218,18,1350,-23.87820968940994
124230,30,1350,-22.92492199575354
124242,42,1350,-23.927602679674358
124254,54,1350,-23.168059446205532
124266,66,1350,-28.199427710647925
124278,78,1350,-28.421963126740156
125310,6,1362,-28.21195024463917
125322,18,1362,-24.97971757837603
125334,30,1362,-22.4310275487671
125346,42,1362,-23.572990054065848
125358,54,1362,-23.175552054862088
125370,66,1362,-23.585788805712628
125382,78,1362,-27.94721503273016
126414,6,1374,-24.032147212686834
126426,18,1374,-28.72189832666323
126438,30,1374,-27.03901132891199
126450,42,1374,-27.376537274282718
126462,54,1374,-26.238719123883023
126474,66,1374,-22.087611234479077
126486,78,1374,-27.989581260566197
127518,6,1386,-22.54338759558633
127530,18,1386,-25.425435316406308
127542,30,1386,-26.19900931047253
127554,42,1386,-29.385317964921285
127566,54,1386,-30.382878195087983
127578,66,1386,-25.098608904356784
127590,78,1386,-26.98675698587158
128622,6,1398,-24.032572686490205
128634,18,1398,-25.530535273572163
128646,30,1398,-24.702280989339933
128658,42,1398,-26.42807083452117
128670,54,1398,-33.62607260214763
128682,66,1398,-26.4364388399207
128694,78,1398,-24.888283577909974
129726,6,1410,-25.37176164601613
129738,18,1410,-29.890372713003906
129750,30,1410,-26.57684772008249
129762,42,1410,-25.808667222230945
129774,54,1410,-32.785506341292994
129786,66,1410,-26.282362044093134
129798,78,1410,-24.41263978491262
130830,6,1422,-26.524299314899963
130842,18,1422,-30.27143347291364
130854,30,1422,-27.22261511508287
130866,42,1422,-25.01389934883514
130878,54,1422,-30.97808355296204
130890,66,1422,-26.703268471948842
130902,78,1422,-23.361770818899654
